2022-06-01 04:52:00.599  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] c.c.PensionManagementPortalApplication   : Starting PensionManagementPortalApplication using Java 1.8.0_301 on intuitdepfceb5 with PID 71753 (/Users/bshree/git/personal/pms-finalworking/Pension-Management-portall/target/classes started by bshree in /Users/bshree/git/personal/pms-finalworking/Pension-Management-portall)
2022-06-01 05:00:21.605  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] o.h.e.t.j.p.i.JtaPlatformInitiator       : HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2022-06-01 05:00:21.605  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] j.LocalContainerEntityManagerFactoryBean : Initialized JPA EntityManagerFactory for persistence unit 'default'
2022-06-01 05:00:21.622  WARN [Pension-Management-Portal,,] 71753 --- [restartedMain] o.s.b.d.a.OptionalLiveReloadServer       : Unable to start LiveReload server
2022-06-01 05:00:21.690  WARN [Pension-Management-Portal,,] 71753 --- [restartedMain] JpaBaseConfiguration$JpaWebConfiguration : spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2022-06-01 05:00:21.731  WARN [Pension-Management-Portal,,] 71753 --- [restartedMain] o.s.c.openfeign.FeignClientFactoryBean   : The provided URL is empty. Will try picking an instance via load-balancing.
2022-06-01 05:00:21.762  WARN [Pension-Management-Portal,,] 71753 --- [restartedMain] o.s.c.openfeign.FeignClientFactoryBean   : The provided URL is empty. Will try picking an instance via load-balancing.
2022-06-01 05:00:21.779  WARN [Pension-Management-Portal,,] 71753 --- [restartedMain] o.s.c.openfeign.FeignClientFactoryBean   : The provided URL is empty. Will try picking an instance via load-balancing.
2022-06-01 05:00:22.276  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] DiscoveryClientOptionalArgsConfiguration : Eureka HTTP Client uses RestTemplate.
2022-06-01 05:00:22.383  WARN [Pension-Management-Portal,,] 71753 --- [restartedMain] iguration$LoadBalancerCaffeineWarnLogger : Spring Cloud LoadBalancer is currently working with the default cache. You can switch to using Caffeine cache, by adding it and org.springframework.cache.caffeine.CaffeineCacheManager to the classpath.
2022-06-01 05:00:22.429  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] o.s.c.n.eureka.InstanceInfoFactory       : Setting initial instance status as: STARTING
2022-06-01 05:00:22.433  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] com.netflix.discovery.DiscoveryClient    : Initializing Eureka in region us-east-1
2022-06-01 05:00:22.433  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] c.n.d.s.r.aws.ConfigClusterResolver      : Resolving eureka endpoints via configuration
2022-06-01 05:00:22.434  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] com.netflix.discovery.DiscoveryClient    : Disable delta property : false
2022-06-01 05:00:22.434  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] com.netflix.discovery.DiscoveryClient    : Single vip registry refresh property : null
2022-06-01 05:00:22.434  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] com.netflix.discovery.DiscoveryClient    : Force full registry fetch : false
2022-06-01 05:00:22.434  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] com.netflix.discovery.DiscoveryClient    : Application is null : false
2022-06-01 05:00:22.434  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] com.netflix.discovery.DiscoveryClient    : Registered Applications size is zero : true
2022-06-01 05:00:22.434  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] com.netflix.discovery.DiscoveryClient    : Application version is -1: true
2022-06-01 05:00:22.434  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] com.netflix.discovery.DiscoveryClient    : Getting all instance registry info from the eureka server
2022-06-01 05:00:22.458  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] com.netflix.discovery.DiscoveryClient    : The response status is 200
2022-06-01 05:00:22.460  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] com.netflix.discovery.DiscoveryClient    : Starting heartbeat executor: renew interval is: 30
2022-06-01 05:00:22.461  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] c.n.discovery.InstanceInfoReplicator     : InstanceInfoReplicator onDemand update allowed rate per min is 4
2022-06-01 05:00:22.462  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] com.netflix.discovery.DiscoveryClient    : Discovery Client initialized at timestamp 1654039822462 with initial instances count: 4
2022-06-01 05:00:22.471  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] o.s.c.n.e.s.EurekaServiceRegistry        : Registering application PENSION-MANAGEMENT-PORTAL with eureka with status UP
2022-06-01 05:00:22.471  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] com.netflix.discovery.DiscoveryClient    : Saw local status change event StatusChangeEvent [timestamp=1654039822471, current=UP, previous=STARTING]
2022-06-01 05:00:22.471  INFO [Pension-Management-Portal,,] 71753 --- [DiscoveryClient-InstanceInfoReplicator-0] com.netflix.discovery.DiscoveryClient    : DiscoveryClient_PENSION-MANAGEMENT-PORTAL/192.168.18.10:Pension-Management-Portal:9085: registering service...
2022-06-01 05:00:22.475  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] o.s.b.w.embedded.tomcat.TomcatWebServer  : Tomcat started on port(s): 9085 (http) with context path ''
2022-06-01 05:00:22.475  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] .s.c.n.e.s.EurekaAutoServiceRegistration : Updating port to 9085
2022-06-01 05:00:22.478  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] d.s.w.p.DocumentationPluginsBootstrapper : Context refreshed
2022-06-01 05:00:22.479  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] d.s.w.p.DocumentationPluginsBootstrapper : Found 1 custom documentation plugin(s)
2022-06-01 05:00:22.484  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] s.d.s.w.s.ApiListingReferenceScanner     : Scanning for api listing references
2022-06-01 05:00:22.489  INFO [Pension-Management-Portal,,] 71753 --- [DiscoveryClient-InstanceInfoReplicator-0] com.netflix.discovery.DiscoveryClient    : DiscoveryClient_PENSION-MANAGEMENT-PORTAL/192.168.18.10:Pension-Management-Portal:9085 - registration status: 204
2022-06-01 05:00:22.527  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] c.c.PensionManagementPortalApplication   : Started PensionManagementPortalApplication in 1.694 seconds (JVM running for 503.268)
2022-06-01 05:00:22.529  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] .ConditionEvaluationDeltaLoggingListener : Condition evaluation unchanged
2022-06-01 05:00:30.756  INFO [Pension-Management-Portal,,] 71753 --- [http-nio-9085-exec-1] o.a.c.c.C.[Tomcat].[localhost].[/]       : Initializing Spring DispatcherServlet 'dispatcherServlet'
2022-06-01 05:00:30.756  INFO [Pension-Management-Portal,,] 71753 --- [http-nio-9085-exec-1] o.s.web.servlet.DispatcherServlet        : Initializing Servlet 'dispatcherServlet'
2022-06-01 05:00:30.757  INFO [Pension-Management-Portal,,] 71753 --- [http-nio-9085-exec-1] o.s.web.servlet.DispatcherServlet        : Completed initialization in 1 ms
2022-06-01 05:00:30.772  INFO [Pension-Management-Portal,34eb6d170c5c24b9,34eb6d170c5c24b9] 71753 --- [http-nio-9085-exec-1] c.c.controller.PensionController         : STARTED - doLogin
2022-06-01 05:00:31.612  INFO [Pension-Management-Portal,34eb6d170c5c24b9,34eb6d170c5c24b9] 71753 --- [http-nio-9085-exec-1] c.c.controller.PensionController         : END - doLogin
2022-06-01 05:01:32.102  INFO [Pension-Management-Portal,,] 71753 --- [Thread-27] o.s.c.n.e.s.EurekaServiceRegistry        : Unregistering application PENSION-MANAGEMENT-PORTAL with eureka with status DOWN
2022-06-01 05:01:32.102  INFO [Pension-Management-Portal,,] 71753 --- [Thread-27] com.netflix.discovery.DiscoveryClient    : Saw local status change event StatusChangeEvent [timestamp=1654039892102, current=DOWN, previous=UP]
2022-06-01 05:01:32.103  INFO [Pension-Management-Portal,,] 71753 --- [DiscoveryClient-InstanceInfoReplicator-0] com.netflix.discovery.DiscoveryClient    : DiscoveryClient_PENSION-MANAGEMENT-PORTAL/192.168.18.10:Pension-Management-Portal:9085: registering service...
2022-06-01 05:01:32.108  INFO [Pension-Management-Portal,,] 71753 --- [DiscoveryClient-InstanceInfoReplicator-0] com.netflix.discovery.DiscoveryClient    : DiscoveryClient_PENSION-MANAGEMENT-PORTAL/192.168.18.10:Pension-Management-Portal:9085 - registration status: 204
2022-06-01 05:01:32.121  INFO [Pension-Management-Portal,,] 71753 --- [Thread-27] j.LocalContainerEntityManagerFactoryBean : Closing JPA EntityManagerFactory for persistence unit 'default'
2022-06-01 05:01:32.121  INFO [Pension-Management-Portal,,] 71753 --- [Thread-27] .SchemaDropperImpl$DelayedDropActionImpl : HHH000477: Starting delayed evictData of schema as part of SessionFactory shut-down'
2022-06-01 05:01:32.323  WARN [Pension-Management-Portal,,] 71753 --- [Thread-27] o.s.b.f.support.DisposableBeanAdapter    : Invocation of destroy method failed on bean with name 'inMemoryDatabaseShutdownExecutor': org.h2.jdbc.JdbcSQLNonTransientConnectionException: Database is already closed (to disable automatic closing at VM shutdown, add ";DB_CLOSE_ON_EXIT=FALSE" to the db URL) [90121-200]
2022-06-01 05:01:32.324  INFO [Pension-Management-Portal,,] 71753 --- [Thread-27] com.zaxxer.hikari.HikariDataSource       : HikariPool-5 - Shutdown initiated...
2022-06-01 05:01:32.326  INFO [Pension-Management-Portal,,] 71753 --- [Thread-27] com.zaxxer.hikari.HikariDataSource       : HikariPool-5 - Shutdown completed.
2022-06-01 05:01:32.327  INFO [Pension-Management-Portal,,] 71753 --- [Thread-27] com.netflix.discovery.DiscoveryClient    : Shutting down DiscoveryClient ...
2022-06-01 05:01:35.328  INFO [Pension-Management-Portal,,] 71753 --- [Thread-27] com.netflix.discovery.DiscoveryClient    : Unregistering ...
2022-06-01 05:01:35.332  INFO [Pension-Management-Portal,,] 71753 --- [Thread-27] com.netflix.discovery.DiscoveryClient    : DiscoveryClient_PENSION-MANAGEMENT-PORTAL/192.168.18.10:Pension-Management-Portal:9085 - deregister  status: 200
2022-06-01 05:01:35.334  INFO [Pension-Management-Portal,,] 71753 --- [Thread-27] com.netflix.discovery.DiscoveryClient    : Completed shut down of DiscoveryClient
2022-06-01 05:01:35.709  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] c.c.PensionManagementPortalApplication   : Starting PensionManagementPortalApplication using Java 1.8.0_301 on intuitdepfceb5 with PID 71753 (/Users/bshree/git/personal/pms-finalworking/Pension-Management-portall/target/classes started by bshree in /Users/bshree/git/personal/pms-finalworking/Pension-Management-portall)
2022-06-01 05:01:35.709  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] c.c.PensionManagementPortalApplication   : No active profile set, falling back to default profiles: default
2022-06-01 05:01:35.900  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] .s.d.r.c.RepositoryConfigurationDelegate : Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2022-06-01 05:01:35.902  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] .s.d.r.c.RepositoryConfigurationDelegate : Finished Spring Data repository scanning in 1 ms. Found 0 JPA repository interfaces.
2022-06-01 05:01:35.954  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] o.s.cloud.context.scope.GenericScope     : BeanFactory id=74971f4f-4c06-3311-9549-758d011c07c9
2022-06-01 05:01:36.055  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] o.s.b.w.embedded.tomcat.TomcatWebServer  : Tomcat initialized with port(s): 9085 (http)
2022-06-01 05:01:36.055  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] o.apache.catalina.core.StandardService   : Starting service [Tomcat]
2022-06-01 05:01:36.055  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] org.apache.catalina.core.StandardEngine  : Starting Servlet engine: [Apache Tomcat/9.0.50]
2022-06-01 05:01:36.062  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] o.a.c.c.C.[Tomcat].[localhost].[/]       : Initializing Spring embedded WebApplicationContext
2022-06-01 05:01:36.062  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] w.s.c.ServletWebServerApplicationContext : Root WebApplicationContext: initialization completed in 351 ms
2022-06-01 05:01:36.078  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] com.zaxxer.hikari.HikariDataSource       : HikariPool-6 - Starting...
2022-06-01 05:01:36.079  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] com.zaxxer.hikari.HikariDataSource       : HikariPool-6 - Start completed.
2022-06-01 05:01:36.080  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] o.s.b.a.h2.H2ConsoleAutoConfiguration    : H2 console available at '/h2-console'. Database available at 'jdbc:h2:mem:05d4a1e3-ea23-4db3-be89-1629cd6f1728'
2022-06-01 05:01:36.155  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] o.hibernate.jpa.internal.util.LogHelper  : HHH000204: Processing PersistenceUnitInfo [name: default]
2022-06-01 05:01:36.159  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] org.hibernate.dialect.Dialect            : HHH000400: Using dialect: org.hibernate.dialect.H2Dialect
2022-06-01 05:01:36.167  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] o.h.e.t.j.p.i.JtaPlatformInitiator       : HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2022-06-01 05:01:36.167  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] j.LocalContainerEntityManagerFactoryBean : Initialized JPA EntityManagerFactory for persistence unit 'default'
2022-06-01 05:01:36.178  WARN [Pension-Management-Portal,,] 71753 --- [restartedMain] o.s.b.d.a.OptionalLiveReloadServer       : Unable to start LiveReload server
2022-06-01 05:01:36.222  WARN [Pension-Management-Portal,,] 71753 --- [restartedMain] JpaBaseConfiguration$JpaWebConfiguration : spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2022-06-01 05:01:36.246  WARN [Pension-Management-Portal,,] 71753 --- [restartedMain] o.s.c.openfeign.FeignClientFactoryBean   : The provided URL is empty. Will try picking an instance via load-balancing.
2022-06-01 05:01:36.268  WARN [Pension-Management-Portal,,] 71753 --- [restartedMain] o.s.c.openfeign.FeignClientFactoryBean   : The provided URL is empty. Will try picking an instance via load-balancing.
2022-06-01 05:01:36.280  WARN [Pension-Management-Portal,,] 71753 --- [restartedMain] o.s.c.openfeign.FeignClientFactoryBean   : The provided URL is empty. Will try picking an instance via load-balancing.
2022-06-01 05:01:36.573  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] DiscoveryClientOptionalArgsConfiguration : Eureka HTTP Client uses RestTemplate.
2022-06-01 05:01:36.628  WARN [Pension-Management-Portal,,] 71753 --- [restartedMain] iguration$LoadBalancerCaffeineWarnLogger : Spring Cloud LoadBalancer is currently working with the default cache. You can switch to using Caffeine cache, by adding it and org.springframework.cache.caffeine.CaffeineCacheManager to the classpath.
2022-06-01 05:01:36.654  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] o.s.c.n.eureka.InstanceInfoFactory       : Setting initial instance status as: STARTING
2022-06-01 05:01:36.656  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] com.netflix.discovery.DiscoveryClient    : Initializing Eureka in region us-east-1
2022-06-01 05:01:36.656  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] c.n.d.s.r.aws.ConfigClusterResolver      : Resolving eureka endpoints via configuration
2022-06-01 05:01:36.657  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] com.netflix.discovery.DiscoveryClient    : Disable delta property : false
2022-06-01 05:01:36.657  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] com.netflix.discovery.DiscoveryClient    : Single vip registry refresh property : null
2022-06-01 05:01:36.657  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] com.netflix.discovery.DiscoveryClient    : Force full registry fetch : false
2022-06-01 05:01:36.657  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] com.netflix.discovery.DiscoveryClient    : Application is null : false
2022-06-01 05:01:36.657  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] com.netflix.discovery.DiscoveryClient    : Registered Applications size is zero : true
2022-06-01 05:01:36.657  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] com.netflix.discovery.DiscoveryClient    : Application version is -1: true
2022-06-01 05:01:36.657  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] com.netflix.discovery.DiscoveryClient    : Getting all instance registry info from the eureka server
2022-06-01 05:01:36.673  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] com.netflix.discovery.DiscoveryClient    : The response status is 200
2022-06-01 05:01:36.674  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] com.netflix.discovery.DiscoveryClient    : Starting heartbeat executor: renew interval is: 30
2022-06-01 05:01:36.675  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] c.n.discovery.InstanceInfoReplicator     : InstanceInfoReplicator onDemand update allowed rate per min is 4
2022-06-01 05:01:36.675  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] com.netflix.discovery.DiscoveryClient    : Discovery Client initialized at timestamp 1654039896675 with initial instances count: 4
2022-06-01 05:01:36.681  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] o.s.c.n.e.s.EurekaServiceRegistry        : Registering application PENSION-MANAGEMENT-PORTAL with eureka with status UP
2022-06-01 05:01:36.681  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] com.netflix.discovery.DiscoveryClient    : Saw local status change event StatusChangeEvent [timestamp=1654039896681, current=UP, previous=STARTING]
2022-06-01 05:01:36.682  INFO [Pension-Management-Portal,,] 71753 --- [DiscoveryClient-InstanceInfoReplicator-0] com.netflix.discovery.DiscoveryClient    : DiscoveryClient_PENSION-MANAGEMENT-PORTAL/192.168.18.10:Pension-Management-Portal:9085: registering service...
2022-06-01 05:01:36.684  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] o.s.b.w.embedded.tomcat.TomcatWebServer  : Tomcat started on port(s): 9085 (http) with context path ''
2022-06-01 05:01:36.685  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] .s.c.n.e.s.EurekaAutoServiceRegistration : Updating port to 9085
2022-06-01 05:01:36.687  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] d.s.w.p.DocumentationPluginsBootstrapper : Context refreshed
2022-06-01 05:01:36.688  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] d.s.w.p.DocumentationPluginsBootstrapper : Found 1 custom documentation plugin(s)
2022-06-01 05:01:36.691  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] s.d.s.w.s.ApiListingReferenceScanner     : Scanning for api listing references
2022-06-01 05:01:36.693  INFO [Pension-Management-Portal,,] 71753 --- [DiscoveryClient-InstanceInfoReplicator-0] com.netflix.discovery.DiscoveryClient    : DiscoveryClient_PENSION-MANAGEMENT-PORTAL/192.168.18.10:Pension-Management-Portal:9085 - registration status: 204
2022-06-01 05:01:36.717  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] c.c.PensionManagementPortalApplication   : Started PensionManagementPortalApplication in 1.219 seconds (JVM running for 577.457)
2022-06-01 05:01:36.718  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] .ConditionEvaluationDeltaLoggingListener : Condition evaluation unchanged
2022-06-01 05:02:42.369  INFO [Pension-Management-Portal,,] 71753 --- [http-nio-9085-exec-1] o.a.c.c.C.[Tomcat].[localhost].[/]       : Initializing Spring DispatcherServlet 'dispatcherServlet'
2022-06-01 05:02:42.370  INFO [Pension-Management-Portal,,] 71753 --- [http-nio-9085-exec-1] o.s.web.servlet.DispatcherServlet        : Initializing Servlet 'dispatcherServlet'
2022-06-01 05:02:42.371  INFO [Pension-Management-Portal,,] 71753 --- [http-nio-9085-exec-1] o.s.web.servlet.DispatcherServlet        : Completed initialization in 1 ms
2022-06-01 05:02:42.381  INFO [Pension-Management-Portal,37f8a0be963db39e,37f8a0be963db39e] 71753 --- [http-nio-9085-exec-1] c.c.controller.PensionController         : STARTED - doLogin
2022-06-01 05:02:42.414  INFO [Pension-Management-Portal,37f8a0be963db39e,37f8a0be963db39e] 71753 --- [http-nio-9085-exec-1] c.c.controller.PensionController         : END - doLogin
2022-06-01 05:04:07.200  INFO [Pension-Management-Portal,b61f8b772f25f757,b61f8b772f25f757] 71753 --- [http-nio-9085-exec-3] c.c.controller.PensionController         : STARTED - getPensionDetail
2022-06-01 05:04:08.572 ERROR [Pension-Management-Portal,,] 71753 --- [http-nio-9085-exec-3] o.a.c.c.C.[.[.[/].[dispatcherServlet]    : Servlet.service() for servlet [dispatcherServlet] in context with path [] threw exception [Request processing failed; nested exception is feign.FeignException$NotFound: [404] during [POST] to [http://Process-Pension-Service/pensionerInput] [ProcessPensionClient#getPensionDetail(String,PensionerInput)]: [{"message":"Pensioner Detail not coreect","statusCode":404,"exceptionTime":1654040048555}]] with root cause

feign.FeignException$NotFound: [404] during [POST] to [http://Process-Pension-Service/pensionerInput] [ProcessPensionClient#getPensionDetail(String,PensionerInput)]: [{"message":"Pensioner Detail not coreect","statusCode":404,"exceptionTime":1654040048555}]
	at feign.FeignException.clientErrorStatus(FeignException.java:201) ~[feign-core-10.12.jar:na]
	at feign.FeignException.errorStatus(FeignException.java:177) ~[feign-core-10.12.jar:na]
	at feign.FeignException.errorStatus(FeignException.java:169) ~[feign-core-10.12.jar:na]
	at feign.codec.ErrorDecoder$Default.decode(ErrorDecoder.java:92) ~[feign-core-10.12.jar:na]
	at feign.AsyncResponseHandler.handleResponse(AsyncResponseHandler.java:96) ~[feign-core-10.12.jar:na]
	at feign.SynchronousMethodHandler.executeAndDecode(SynchronousMethodHandler.java:138) ~[feign-core-10.12.jar:na]
	at feign.SynchronousMethodHandler.invoke(SynchronousMethodHandler.java:89) ~[feign-core-10.12.jar:na]
	at feign.ReflectiveFeign$FeignInvocationHandler.invoke(ReflectiveFeign.java:100) ~[feign-core-10.12.jar:na]
	at com.sun.proxy.$Proxy220.getPensionDetail(Unknown Source) ~[na:na]
	at com.cognizant.controller.PensionController.getPensionDetail(PensionController.java:104) ~[classes/:na]
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method) ~[na:1.8.0_301]
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:62) ~[na:1.8.0_301]
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43) ~[na:1.8.0_301]
	at java.lang.reflect.Method.invoke(Method.java:498) ~[na:1.8.0_301]
	at org.springframework.web.method.support.InvocableHandlerMethod.doInvoke(InvocableHandlerMethod.java:197) ~[spring-web-5.3.9.jar:5.3.9]
	at org.springframework.web.method.support.InvocableHandlerMethod.invokeForRequest(InvocableHandlerMethod.java:141) ~[spring-web-5.3.9.jar:5.3.9]
	at org.springframework.web.servlet.mvc.method.annotation.ServletInvocableHandlerMethod.invokeAndHandle(ServletInvocableHandlerMethod.java:106) ~[spring-webmvc-5.3.9.jar:5.3.9]
	at org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.invokeHandlerMethod(RequestMappingHandlerAdapter.java:895) ~[spring-webmvc-5.3.9.jar:5.3.9]
	at org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.handleInternal(RequestMappingHandlerAdapter.java:808) ~[spring-webmvc-5.3.9.jar:5.3.9]
	at org.springframework.web.servlet.mvc.method.AbstractHandlerMethodAdapter.handle(AbstractHandlerMethodAdapter.java:87) ~[spring-webmvc-5.3.9.jar:5.3.9]
	at org.springframework.web.servlet.DispatcherServlet.doDispatch(DispatcherServlet.java:1064) ~[spring-webmvc-5.3.9.jar:5.3.9]
	at org.springframework.web.servlet.DispatcherServlet.doService(DispatcherServlet.java:963) ~[spring-webmvc-5.3.9.jar:5.3.9]
	at org.springframework.web.servlet.FrameworkServlet.processRequest(FrameworkServlet.java:1006) ~[spring-webmvc-5.3.9.jar:5.3.9]
	at org.springframework.web.servlet.FrameworkServlet.doPost(FrameworkServlet.java:909) ~[spring-webmvc-5.3.9.jar:5.3.9]
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:681) ~[tomcat-embed-core-9.0.50.jar:4.0.FR]
	at org.springframework.web.servlet.FrameworkServlet.service(FrameworkServlet.java:883) ~[spring-webmvc-5.3.9.jar:5.3.9]
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:764) ~[tomcat-embed-core-9.0.50.jar:4.0.FR]
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:228) ~[tomcat-embed-core-9.0.50.jar:9.0.50]
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:163) ~[tomcat-embed-core-9.0.50.jar:9.0.50]
	at org.apache.tomcat.websocket.server.WsFilter.doFilter(WsFilter.java:53) ~[tomcat-embed-websocket-9.0.50.jar:9.0.50]
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:190) ~[tomcat-embed-core-9.0.50.jar:9.0.50]
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:163) ~[tomcat-embed-core-9.0.50.jar:9.0.50]
	at org.springframework.web.filter.RequestContextFilter.doFilterInternal(RequestContextFilter.java:100) ~[spring-web-5.3.9.jar:5.3.9]
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:119) ~[spring-web-5.3.9.jar:5.3.9]
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:190) ~[tomcat-embed-core-9.0.50.jar:9.0.50]
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:163) ~[tomcat-embed-core-9.0.50.jar:9.0.50]
	at org.springframework.web.filter.FormContentFilter.doFilterInternal(FormContentFilter.java:93) ~[spring-web-5.3.9.jar:5.3.9]
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:119) ~[spring-web-5.3.9.jar:5.3.9]
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:190) ~[tomcat-embed-core-9.0.50.jar:9.0.50]
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:163) ~[tomcat-embed-core-9.0.50.jar:9.0.50]
	at org.springframework.cloud.sleuth.instrument.web.servlet.TracingFilter.doFilter(TracingFilter.java:89) ~[spring-cloud-sleuth-instrumentation-3.0.3.jar:3.0.3]
	at org.springframework.cloud.sleuth.autoconfig.instrument.web.LazyTracingFilter.doFilter(TraceWebServletConfiguration.java:114) ~[spring-cloud-sleuth-autoconfigure-3.0.3.jar:3.0.3]
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:190) ~[tomcat-embed-core-9.0.50.jar:9.0.50]
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:163) ~[tomcat-embed-core-9.0.50.jar:9.0.50]
	at org.springframework.web.filter.CharacterEncodingFilter.doFilterInternal(CharacterEncodingFilter.java:201) ~[spring-web-5.3.9.jar:5.3.9]
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:119) ~[spring-web-5.3.9.jar:5.3.9]
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:190) ~[tomcat-embed-core-9.0.50.jar:9.0.50]
